id,post_cid,post_uri,text,author_handle,like_count,repost_count,reply_count,created_at,query_used,collected_at,source
440,bafyreigve2rnjfyahxrybgiz44oipqsovsqu64ib4hvwham6v2tucawrs4,at://did:plc:l4txtlblsjhs4kbwjbu7r576/app.bsky.feed.post/3l3rv4rgtxf24,"Prices for consumer goods, especially for clothing, have risen significantly in recent years.
How has this affected your shopping behavior?
#invest #money #crypto #earn #focus",antonioglobal.bsky.social,3,0,1,2024-09-10 15:25:00.300000,consumer behavior shopping,2026-06-02 18:36:15.601749,bluesky
441,bafyreihgxdxb5ltv6bth6ge5rxz6tqgdqgnpp6o2uhxzv4blngtoryztzy,at://did:plc:4hgvn6jbcsm7eocibtiqintc/app.bsky.feed.post/3mmykxwucgc2q,"Aaaaaa The preview/testing of the first batch of keychains just arrived and I'm so 😭💙💙 a step forward to opening my online store, finally 🥹

I still have many other charas in queue I wanna make for stickers and keychains, I'm so excited.

Any feedback is so very welcome🥰",neonhop.bsky.social,23,3,1,2026-05-29 20:46:29.055000,online store feedback,2026-06-02 18:36:16.399055,bluesky
442,bafyreigwxqpjwf4ibujq5dzroaa5wc7pxxzpgrqz5olb4v4i4usb2d56sm,at://did:plc:i3o4rxzrofwafwczfwryc5d2/app.bsky.feed.post/3mmwgqgmctc2u,Of course! One of my suppliers added it to their online store and the website was useless. Ended up placing the order over the phone and when they asked for feedback I literally wrote: I’m going with your competitor who didn’t ruin their website with the addition of AI.,hornet.bsky.social,1,0,0,2026-05-29 00:25:22.698000,online store feedback,2026-06-02 18:36:16.399055,bluesky
443,bafyreiezmapcuullpuiseojrqbfx7adut7scaqjuq772lltowp3csgotoi,at://did:plc:qfbaqd6jtp5iimzvy4o2dbat/app.bsky.feed.post/3mmrdom2vw42l,"Get *20% OFF* TWW book via the @mitpress.bsky.social online store w/code ""READMIT20"" and access FREE media resources on our website:

www.theworldbuildingworkshop.com

Share your comments, questions, and feedback through our contact form or social media! 🤗",wrldbuildingwrkshp.bsky.social,0,0,0,2026-05-26 23:47:15.979000,online store feedback,2026-06-02 18:36:16.399055,bluesky
444,bafyreihlmbypkgtwyv2v5z4sbnz2i226eyja72ptvoro5ssvip37tk2qjy,at://did:plc:bomdnvldcjhwujbunfy4jmf6/app.bsky.feed.post/3mlvqdearek2l,"The online store is requesting my feedback on a recent purchase. I bought a thing. You sent a thing. If there’s a problem, you’ll hear from me. Rate the experience? No. It was a transaction. Stop the noise. Erase the data. Conserve the water.",fergaldo.bsky.social,1,0,1,2026-05-16 00:19:10.065000,online store feedback,2026-06-02 18:36:16.399055,bluesky
445,bafyreihoxlzjguejeeclercymygx2irvinbfyn64w2fojfj25lmf2imaga,at://did:plc:avlulzsus6ijltorlycf2lva/app.bsky.feed.post/3mlnn4bxwnh2r,"Core components:

- Transaction ingestion gateway
- Online + offline feature store
- Stateful stream processor for velocity
- Model serving with rule overlay
- Decision engine with fallback
- Feedback and labeling pipeline",kaperskyguru.bsky.social,0,0,1,2026-05-12 19:00:13.466006,online store feedback,2026-06-02 18:36:16.399055,bluesky
446,bafyreigpo5zx5njnqkzx2hunyhpf4bjdf637x7x55vlknzjup6iw7rw6vy,at://did:plc:6bg3zlpvm46kvfafayjowlhj/app.bsky.feed.post/3mlbzihgi222a,"Sadly, I think it does. Their apology was, “A shirt was removed from INDYCAR’s online store following feedback from customers. We understand that some individuals found its phrasing concerning and therefore have remedied the situation.”",caroleeena.bsky.social,0,0,1,2026-05-08 04:09:50.081000,online store feedback,2026-06-02 18:36:16.399055,bluesky
447,bafyreibbyokxk7hcj6rvco5k5cbyj6lhc3ujchfa27pjfptfp6iwxd36km,at://did:plc:6bg3zlpvm46kvfafayjowlhj/app.bsky.feed.post/3mlbsc7eglc2a,"I think it says exactly what they meant. Especially given their response: “A shirt was removed from INDYCAR’s online store following feedback from customers,” IndyCar said. “We understand that some individuals found its phrasing concerning and therefore have remedied the situation.”",caroleeena.bsky.social,1,0,0,2026-05-08 02:01:04.105000,online store feedback,2026-06-02 18:36:16.399055,bluesky
448,bafyreibg2xovthhcyb3wsjgyqik62r4tu5vhzdfi6osqvzetmjzvrmdpam,at://did:plc:6bg3zlpvm46kvfafayjowlhj/app.bsky.feed.post/3mlbsauomjk2a,"This was IndyCar's response to people being pissed: “A shirt was removed from INDYCAR’s online store following feedback from customers,” IndyCar said. “We understand that some individuals found its phrasing concerning and therefore have remedied the situation.”",caroleeena.bsky.social,0,0,1,2026-05-08 02:00:19.351000,online store feedback,2026-06-02 18:36:16.399055,bluesky
449,bafyreicjbve6qtbif43yk3aghlakxxw3u2mi4ffnh6r5njxiyqawjkhhyi,at://did:plc:ig5qohlny4csxs2lu3dyvhp5/app.bsky.feed.post/3mlbjlh4gnc2x,"Oh so they just admitted that nobody in their whole production line saw anything wrong with it.
www.wthr.com/article/spor...",guayandodeer.bsky.social,8,0,0,2026-05-07 23:25:10.545000,online store feedback,2026-06-02 18:36:16.399055,bluesky
450,bafyreiaadmooqvp5f66dbl7ubzmfqvz3bs4z7c3ewmqqzimq32uws5hkta,at://did:plc:p2w5cugt3mpjncvsjiclloxb/app.bsky.feed.post/3ml53eej4ns2q,"allowed me to choose another model & gave tangible feedback to the manufacturer by claiming their refund-right and striving to protect their local reputation. 

Relying on online reviews -valid or not- has basically exonerated manufacturers of any responsibility to the public & the store. 2/2",breadbaker.bsky.social,1,0,0,2026-05-06 05:00:01.584000,online store feedback,2026-06-02 18:36:16.399055,bluesky
451,bafyreifc3it5afxptxqvfttty4udwah75dp5xa6nsfokrp3c7gupy3am2m,at://did:plc:cgfmul7redcnsd2hyavl6xv3/app.bsky.feed.post/3ml2t7pkxfk25,"I believe there were some more in 2025, but some asshole (me) reported them.

For a palate cleanser, there are always allies who find a way.",chessercat.bsky.social,0,0,0,2026-05-05 07:28:39.232000,online store feedback,2026-06-02 18:36:16.399055,bluesky
452,bafyreiggkwmnek7ihthul4bjaddze53xor7eu3rhxe3dogpybwpkvd4cly,at://did:plc:47walaro66xes2hef3ickawn/app.bsky.feed.post/3mkxr2gebms2n,"You know what's so funny I got a fancy one online based on feedback I read online (which I now realize we're probably bots). I would have gotten one 10x better for half the price if I went to your store and asked you.

How fine do you grind the weed down?",fucklandlords.com,1,0,0,2026-05-04 02:12:11.880000,online store feedback,2026-06-02 18:36:16.399055,bluesky
453,bafyreifloy2vzdztvuamqa3kc7p6nfwlybeug6g2cykylolyiev3vqgqdm,at://did:plc:lnyhm2dspz6kflfz4r7ruqoy/app.bsky.feed.post/3mkgkbnlxos2h,"Got an online store! Slowly gonna add more stuffs as I go... I hope i've got everything ready...
acggoods.com/store/maxima...
I'm a newbie seller, so tips and feedback are appreciated!
#zenlesszonezero",maximax-x.bsky.social,0,0,1,2026-04-27 05:55:42.604000,online store feedback,2026-06-02 18:36:16.399055,bluesky
455,bafyreibla5jrucbken6vz6um5wwqbnysc7jypqwyqjzfwutqm57vdtyrhy,at://did:plc:mf4sf5yo6hmgl2ysgc3igzir/app.bsky.feed.post/3mh7xgajkxf26,Building an online store is the easy part. The challenge is finding repeat customers and optimizing your sales funnel post-launch. Make sure you're ready to iterate based on customer feedback quickly.,jeremiahchronister.bsky.social,0,1,1,2026-03-17 10:46:40.942674,online store feedback,2026-06-02 18:36:16.399055,bluesky
456,bafyreif7zbaedfp3ar7uaa34wc43vurukxuxlumq6c6luwvloyojcxbnzu,at://did:plc:34anbnrgbxykb32g324g55lg/app.bsky.feed.post/3megxmqhkk22t,"copyable script in the alt text, just change your age

post it in their feedback forums, submit support tickets, make it the body text of a one-star review on the app store",victoriacardew.bsky.social,4,1,0,2026-02-10 01:23:23.544000,online store feedback,2026-06-02 18:36:16.399055,bluesky
457,bafyreibmaif3dznrmiamjub2hwbsz6iwnfkmdtmwph7fjvbunucq6z75u4,at://did:plc:p3gupq5pu2obe2n4brtwabzc/app.bsky.feed.post/3mdque64kf22l,Correction: Burnett Media Group might not be right-wing. It seems more like a shell business that doesn't really do anything and they have a blog that reads like AI slop. 8/,sometimespdx.bsky.social,1,1,1,2026-02-01 06:26:20.444000,online store feedback,2026-06-02 18:36:16.399055,bluesky
458,bafyreihhc7gg7ewdillgqyk2g7j66ggkqjc3ouncrdoycs6kmrlnumh3ce,at://did:plc:cvxg6ujma2vxb5jgvyi5lju5/app.bsky.feed.post/3mdnl5clads2k,i am so proud to support @nowherebookshop.bsky.social 🔥,desibee.bsky.social,2,0,0,2026-01-30 23:03:27.340000,online store feedback,2026-06-02 18:36:16.399055,bluesky
459,bafyreigvzssg5kyp3j6fmwamt34dkmnolnvuaa25cuv7ilmw762ukz44zy,at://did:plc:ac6gljqbtssdpleyivf76bvn/app.bsky.feed.post/3md2mlntirs27,"This is a post for all One Piece fans to interact with. I am deciding on some new figures to buy. I want two. One to get online and one to get in Store. Here are the options:

Online: Vivi, Yamato, Nico Olivia, or Uta

Store: Zoro(Wano), Kuzan, Sir Crocodile, or Oden

Any feedback is appreciated.",thebeav20.bsky.social,3,1,0,2026-01-23 10:08:47.622000,online store feedback,2026-06-02 18:36:16.399055,bluesky
460,bafyreigmkucy2u3faqkbmwr6g3gi6sw5oxv5wwbij2vrs7st47ynlop6ne,at://did:plc:ndar3yyul32rdsactrrsd2j4/app.bsky.feed.post/3mcf7dj76lk2o,"From #OurHRMAlliance: Public engagement is open for HRM’s Suburban Plan. Much of our vital green space is in the suburbs, under great pressure from urban sprawl. Make sure your voice is heard! Learn more: engagehalifax.ca/suburban-plan & on OHM's Facebook post at www.facebook.com/ourHRMalliance",backlandscoalition.bsky.social,1,0,0,2026-01-14 21:45:41.181000,online store feedback,2026-06-02 18:36:16.399055,bluesky
461,bafyreid3jdzhum4seavoep3jvszzwocusiyoukjt7nje6tz3oo46mypxmi,at://did:plc:sslt6uwxsdjlxtladgtpsf3p/app.bsky.feed.post/3mbydwokq4k2d,wow i'm so glad the UK online safety act is doing its job and protecting me from *checks notes* leaving feedback about my customer service experience at this furniture store,zacharybosch.bsky.social,6,0,0,2026-01-09 19:03:22.687000,online store feedback,2026-06-02 18:36:16.399055,bluesky
462,bafyreibad7fkuvf3xth4iqbrah5nyahad75mcdwouk4jj55siw23mfzduq,at://did:plc:tnms27jpi47hg2xxx4u5gwuz/app.bsky.feed.post/3ma5mxnpoqs2v,"I used to have an online store on eBay. Once a woman bought a towel from me, and she gave me a negative feedback stating ""Arrived broken, does not work."" 😆😕🤯",helenmaryme.bsky.social,11,0,1,2025-12-17 10:37:54.488000,online store feedback,2026-06-02 18:36:16.399055,bluesky
463,bafyreiarschveah6mk3fmgmmkvks7p2y3tfs5fvuok5vgtc6wkyzxlgoxy,at://did:plc:vhqg32yv2h724fkeo3kspffg/app.bsky.feed.post/3m7saeq5nz223,"I simply cannot go more than half a year without #optimum pulling some new fucking money grab bullshit.

Shoutout to ""Linda"" who dropped this bullshit empty link, spammed multiple messages/paragraphs in <60 seconds to make it look like I'd stopped responding, then ""hung up"" on me.",asinametra.bsky.social,0,0,1,2025-12-12 21:53:17.482000,online store feedback,2026-06-02 18:36:16.399055,bluesky
464,bafyreicr2xyazrzlq7nvtpagzip7fwzky4atl7ehuox6husdlxddngfl7u,at://did:plc:75pvzxu6dibq5uadrsnoseft/app.bsky.feed.post/3m756jkwvck2r,"We have made new sales records on our eBay store recently. Listing books so fast with our app Book Flippa makes it so easy to get more stock online fast. AI powered eBay listings is a game changer for us. If you're a book seller on eBay, message us to try the app for free in exchange for feedback.",bookflippa.bsky.social,0,0,0,2025-12-04 12:54:17.802000,online store feedback,2026-06-02 18:36:16.399055,bluesky
465,bafyreigetpn5vvdvipajoub2m6oaln2mzntjflntgiuugeawyvcp6fxbyi,at://did:plc:4rgy4sw2jbpurrtp6cw4yarz/app.bsky.feed.post/3m6hyj6z2ac2o,My MIL took our child on adventures and I just got this email... 🤔,soroks.bsky.social,5,0,1,2025-11-26 02:40:48.334000,online store feedback,2026-06-02 18:36:16.399055,bluesky
466,bafyreifw7nb25xey3i5qhgx4j4sjrvo6pwpdg3fhokhpxaodn32i4pneva,at://did:plc:zljl4mam4gzrsu5lhrjkyyym/app.bsky.feed.post/3m5ki4sbuy222,"Agaaaain, so many birds with one pre-order stone
You can: pre-order from an indie shop online or in person, your local game store (maybe, check with them), etc.
Pre-orders can provide feedback like 'oh shoot, better order a 2nd print run, and maybe contract for the sequel...?'",rozlovesfood.bsky.social,1,1,0,2025-11-14 09:00:20.057000,online store feedback,2026-06-02 18:36:16.399055,bluesky
467,bafyreicrtam6brpcyvoabvt7wgkkspi2l2k3zyxnkv3osqjdqahwrqh2l4,at://did:plc:ns5xklgi7qwansgnfolvb47h/app.bsky.feed.post/3m55i4brtck2j,"gonna start attaching a review survey to each of my posts to help gather more feedback, like I'm an online store.",lilgay.club,8,0,3,2025-11-09 04:55:26.154000,online store feedback,2026-06-02 18:36:16.399055,bluesky
468,bafyreihbm5pet5ofxoj64zld3gqv2w6oqwdr5nxdthtfgmd5vj5yjnq4zy,at://did:plc:vrciqhjslocbt5lnlbyzszi4/app.bsky.feed.post/3m4gaseyhzk2c,"The first version of Kittysplit was online 13 years ago! Since then, we continuously improved the site thanks to all your feedback.

And now for our 13th birthday, we finally launched mobile apps!

iOS: apps.apple.com/app/apple-st...
Android: play.google.com/store/apps/d...
Try it, send us feedback!",kittysplit.bsky.social,1,0,0,2025-10-30 23:13:23.799000,online store feedback,2026-06-02 18:36:16.399055,bluesky
469,bafyreidcaosinmuaiyxrprakb6b7qpgj253p3sblaoe7po7l4r76ofur2y,at://did:plc:rbnxiye7w75dz4zhga3smprf/app.bsky.feed.post/3m2wh65zpnc24,"I was asked by a pharmacy to provide feedback on a recent online purchase.  They made the mistake of asking if I wanted so comment on anything else. I asked if their store had filtration.  I think I will start asking every store the same question.  
😷😷😷😷😷😷😷",weaverlaura.bsky.social,3,0,0,2025-10-11 22:59:34.162000,online store feedback,2026-06-02 18:36:16.399055,bluesky
470,bafyreihaf5xjo3sjsn4r7rlrluibzsvz4nkx24kiyaorg34il4tfpcap2y,at://did:plc:ptlgdy3bu7gxf2y4z2iqlnrt/app.bsky.feed.post/3lzsuxva66c2z,"Good Afternoon,

Me and my Mrs have decided to start a store selling online products. Please can people take the time to have a look at the store. Feedback would be appreciated on what you’d like to see sold on the store etc.

Www.oddlygood.shop

Many thanks
Oddly Good Team.",liam189.bsky.social,0,0,0,2025-09-27 19:30:45.413000,online store feedback,2026-06-02 18:36:16.399055,bluesky
471,bafyreic2rqsvvkm37ibqicjmwehlurn3l2atwwaoo7lvgfq2omaysy3a7q,at://did:plc:cdn23appeqqjocwcq5ajav26/app.bsky.feed.post/3lxh4qade7s2f,"Feedback & guidance on your opening pages, synopsis & cover/query letter - for anyone getting a manuscript ready to go. (Online, mid-Sept on) ✒️
www.clairehennessy.com/store/p/nove...",chennessybooks.bsky.social,1,0,0,2025-08-28 16:27:18.435000,online store feedback,2026-06-02 18:36:16.399055,bluesky
472,bafyreifmive2czhur4qqqjdhebslx5s6g6f6fcjo3jogod2v3lgnzjgkui,at://did:plc:ttengjkro2v3zarxikqypm2q/app.bsky.feed.post/3lwz2s7t3nk2l,"Really disappointed with Bulk Barn. I expected a bit more from a Canadian company...at least someone who’d actually *read* my email instead of sending a lazy, copy/paste reply that ignored everything I asked.  They also ignored my follow up email as well..   When I asked in store about coupons...",darkleigh.bsky.social,2,0,1,2025-08-23 02:15:21.189000,online store feedback,2026-06-02 18:36:16.399055,bluesky
473,bafyreiedbqagjeowu4zpubkkg24gpg6htsz653eq6ejettytreppsn6xau,at://did:plc:c2qf53ibwcj7or5vvmaak7xq/app.bsky.feed.post/3lwglq6tnnc24,Wrote to samsung through the Store about Gaza. You can too if you have a Samsung phone,sometimeskristy.bsky.social,0,0,1,2025-08-15 17:57:51.625000,online store feedback,2026-06-02 18:36:16.399055,bluesky
474,bafyreihgnp7hmi7gbt6jluh5g6wlhzc2umh6imdtfda2l3nnqx6alh4bnq,at://did:plc:b4f6upkvotbvm5r6kcmb6kmc/app.bsky.feed.post/3lw3poswqek2x,"Update to this situation

(They claim that it only affected 15 day old sessions, but I personally know people with newer accounts who encountered the bug, so still be careful!)

in general, practice online safety and keep your location & info safe regardless!!

(thanks @/zaybeol for the screenshot)",tableturf.bsky.social,0,0,0,2025-08-11 10:09:23.427000,online store feedback,2026-06-02 18:36:16.399055,bluesky
475,bafyreih5l5r6z7ogm43wlmccfr2l7kfmuixwodg2iuj7iqitmri4wo5d3i,at://did:plc:4dkbhyzrtrp3ehxbtadmyjyk/app.bsky.feed.post/3lvlrnfyj622t,"Hello to all our followers, I would like to apologize for the reduction in our posts over the last week. We have been working on some upgrades to improve our website and online store. Visit the store at www.imvshopnow.com  and check out the merch. Give me feedback and suggestions.",mohawkvalleyvoice.bsky.social,0,0,0,2025-08-05 02:01:47.984000,online store feedback,2026-06-02 18:36:16.399055,bluesky
476,bafyreihv3rxwxmzeutr37eeihnupswh4eh35k6ezhecktozvebyvd6z6nq,at://did:plc:4ewzs7yhuay5u2d35wblz3ev/app.bsky.feed.post/3lvl5iln44c2c,"it’s been a while since we get to do silly shit for Chibibi as we’ve been working on our very first online store, but we’ll get back to it soon hopefully! 

all feedback is welcomed! 

quick sneak peek 👀",chibibi-world.bsky.social,0,0,0,2025-08-04 20:01:11.294000,online store feedback,2026-06-02 18:36:16.399055,bluesky
477,bafyreihdaffhqqhqnvop3moqqgtfzckmtsdo64rc5ocmzfkxequ3vc345y,at://did:plc:wzvjuvfhvb6mo73bvbos6ldw/app.bsky.feed.post/3lrqpp2742s25,"Surrender to My voice, 
feel yourself tremble like a dainty leaf.

⚠🎀sissys will become entranced by what triggers them🎀⚠

www.loyalfans.com/queennaominyc

#FemDom | #Sissy | #Domination | #Fetish | #slaveTraining | #LoyalFans | #online | Distance is not a boundary, it's and excuse | #feedback | bbc",queennaominyc.com,0,1,0,2025-06-17 03:29:27.422000,online store feedback,2026-06-02 18:36:16.399055,bluesky
478,bafyreign737aujwg2kj7b567ecsz6qfnys2nynzmg3ttde2rh6t4fzaa3y,at://did:plc:jgmxlsqaj6inwjqx3eowix6i/app.bsky.feed.post/3loocbf5onc2f,"I have an old essay from 2020 on growing up in wellness and evangelical conspiracy worlds, and the combo of ""epistemological mess on nutrition"" + real-world feedback from wellness changes (if temporary) = a very evangelistic form of ""wellness"" wisetendersnob.medium.com/this-secret-...",snowden.st,5,1,0,2025-05-09 00:08:16.126000,online store feedback,2026-06-02 18:36:16.399055,bluesky
479,bafyreia4hrbictuvtekq7cj5mbc5hadahezvyicyp2kioy63lcpbdmap3u,at://did:plc:lklggfjbmpg7we23myvgoqya/app.bsky.feed.post/3lolasdm26c2e,"I'd like to assert that the N64 rumble pak was the best force feedback we've ever seen in a controller..
But I think with some custom hardware, we can improve on it.",stickystripes.bsky.social,3,0,0,2025-05-07 19:03:58.241000,online store feedback,2026-06-02 18:36:16.399055,bluesky
480,bafyreig75utnzkasa3nwa7ulxpx6dtrvz26ltqnyh6zpzyveoe532lfwke,at://did:plc:glrrxelrvummi3kq2c76uxrk/app.bsky.feed.post/3lob63t773k2f,"Awesome! Do they have an online store feedback? I'm thinking if they get enough good scores for this, it will be encouraged in other stores🤞🏻",ozgib.bsky.social,0,0,0,2025-05-03 18:48:57.983000,online store feedback,2026-06-02 18:36:16.399055,bluesky
481,bafyreidfkaj3rdqaxp5odn6ulmcz7zzrsq222eqem7s473bwnojgfzroyu,at://did:plc:mb4zijndsfoimd3eracvflp6/app.bsky.feed.post/3lng55rbmql24,"Review

https://www.booksns.com/131739/

Hey book lovers!!! I’m a very small independent fantasy online bookstore and I’m looking for opinions on the store and some feedback! The site is www.theenchantedarchives.co.uk Please delete if not allowed I’m just looking for feedback. by reecerispoli1",booksns.bsky.social,0,0,0,2025-04-23 00:50:14.000000,online store feedback,2026-06-02 18:36:16.399055,bluesky
482,bafyreifazsmjmpnw3rk2f7qixthqpkni7zrxt2e27lyb2nm37ye2nj72ca,at://did:plc:c2r2cawjkgqmdzoyp7ifwg45/app.bsky.feed.post/3lmvgk56x322i,"🎊 SURPRISE STORE OPENING~!! 🎊 Open until Saturday, April 19th at 12pm EST!! (CURRENTLY ONLY SHIPPING TO USA-BASED CUSTOMERS 🙇)💙

greyproxy.bigcartel.com

If y’all run into any issues PLEASE let me know!! This is my first time running an online store so any feedback is absolutely welcome~",greyproxy.bsky.social,1,1,0,2025-04-16 09:22:59.590000,online store feedback,2026-06-02 18:36:16.399055,bluesky
483,bafyreie6kykhmwarg6j3az5ntdghjwoxy5aebsjeezh6ilk2sxxsr3cjra,at://did:plc:einmhyt3mfu77m3xsfwwgldh/app.bsky.feed.post/3lmvat2x3d226,"It's a huge help if you post about it on social media, btw. Keep that feedback coming, because it helps me understand what you do/don't like, and that's just going to make volume two even MORE KICK ASS. Order from my online store: cinemasewer.storenvy.com or fabpress.com",robinbougie.bsky.social,6,0,0,2025-04-16 07:40:36.852000,online store feedback,2026-06-02 18:36:16.399055,bluesky
484,bafyreig3gu44nkedzkcph6mpmwo7xdtsqih2rcs6v5zvb5ynve4iz2nwcu,at://did:plc:3t2ormdwvdbqtp5ptdbpz6bq/app.bsky.feed.post/3lmpgwzgdid2w,"I'm starting to require store discounts and credits for my ""feedback"" on my last online purchase. 
My time is worth something to help your market research.",langwoodj.bsky.social,0,0,0,2025-04-14 00:14:11.333000,online store feedback,2026-06-02 18:36:16.399055,bluesky
485,bafyreiaudobedpza7r3xkrstd7n4ybcgcvzxiyufiieyyihapi4chpjhyq,at://did:plc:k5uhukhgsptqbqrbmwvfw236/app.bsky.feed.post/3lmdkenhp2k2e,"Ladies in Europe! I’m launching on my online store a special bridal piece to wear during or after the ceremony—something timeless to keep. Want one FREE in exchange for honest feedback? Message me if you’re interested!
#Wedding #Bride #Europe #Gift #Surprise",javiersugo.bsky.social,1,0,0,2025-04-09 06:43:35.083000,online store feedback,2026-06-02 18:36:16.399055,bluesky
486,bafyreif6mdknianro3axgcew2kbkh4b6p2jb2f6joar47gbophkqhdbj34,at://did:plc:k2znru45bv7fiyytoas3uggd/app.bsky.feed.post/3llc52x4stc2j,"good news, that’s planned for the next update (Delta 1.8)! 

Sorry for the long wait though, tl;dr after releasing Delta in App Store we shifted priorities to iPad support + DS online multiplayer based on feedback, but now Sega is our priority going forward 🙂",riley.social,7,0,0,2025-03-26 23:47:39.658000,online store feedback,2026-06-02 18:36:16.399055,bluesky
487,bafyreidl3osp2flkqwsoeogp3qfakqmaxsgg4ybk4gojr2e3v5jgyhk634,at://did:plc:zw4qt2tbyzvbbnp7e2ompb6r/app.bsky.feed.post/3ljt7k4y45s2w,"📢After many requests, your feedback has been heard! I finally have Prints!📢

At the moment I have an #MHA assortment of prints, the biggest collections being #Hawks and #EndHawks, they come in A6 & A5 sizes💖

For more details & to buy; bluerosaart.etsy.com/listing/1884...

🔵🌹",blue-rosa-art18.bsky.social,10,3,0,2025-03-08 07:56:48.846000,online store feedback,2026-06-02 18:36:16.399055,bluesky
488,bafyreiekbd2f3guxrlgteqkyqi5ay7tc3ltmfreqxfar7eqc4z5lq2eyvi,at://did:plc:cdn23appeqqjocwcq5ajav26/app.bsky.feed.post/3ljhvp4svc22u,"✒️✒️✒️
This online course starts next week. 6 weeks of assignments & tailored feedback on your work - ideal for anyone feeling a bit stuck writing-wise, beginners or beyond. 
Use the code WRITE25 at checkout to get 10% off. 🎉
#writerthreads 
www.clairehennessy.com/store/p/crea...",chennessybooks.bsky.social,9,4,1,2025-03-03 20:01:21.951000,online store feedback,2026-06-02 18:36:16.399055,bluesky
489,bafyreie3xly7ghcgwadp7x2cbxa4e2aghsbzstvhisb6ch5bxeilejs4yq,at://did:plc:sxwsgna7mmjowb2ezwta4dgt/app.bsky.feed.post/3lj744pdxks2l,"I never will coerce anyone into buying anything,  but I would love if you would go to my ebay store and tell me what you think. If you shop online or ever look on ebay, I'd love feedback on my store setup. 

And, HEY! that goes for everybody! 
You can't hurt my feelings.",jt-retiredmedic.bsky.social,1,0,2,2025-02-28 08:02:22.399000,online store feedback,2026-06-02 18:36:16.399055,bluesky
490,bafyreibciien5pfiaysbo2wok7lsdfvntimprtxodx7fkdwfnpfiaua53u,at://did:plc:cdn23appeqqjocwcq5ajav26/app.bsky.feed.post/3liyo6m4umk2p,"Start Writing: 3 weeks, online, tailored feedback on your writing each week. Kicks off next Mon (3rd March): 
www.clairehennessy.com/store/p/star...",chennessybooks.bsky.social,1,1,0,2025-02-25 18:36:55.314000,online store feedback,2026-06-02 18:36:16.399055,bluesky
491,bafyreibz2h2hb4wfrc6hcfqtaaexfcjnxeopmke7vw4qeb3tm7uadlxpfu,at://did:plc:aroks2mmbbip5cxqujrua4dc/app.bsky.feed.post/3likll3q2ok2n,"Im going to check my cotsco..maybe look online if they have it in my store near me. Then if not

If your #COSTCO doesn't carry Healthy Noodles:
- Call your local Costco.
- Provide the item number for Healthy Noodle, which is 1027760.
- or Submit a customer feedback card using that item #",blueskysilvia.bsky.social,0,0,0,2025-02-20 04:12:56.762000,online store feedback,2026-06-02 18:36:16.399055,bluesky
492,bafyreibsci3fzsxpwaf7mx2kbivviuxn4hhzv76v26xa5gz2kw7rd6shgm,at://did:plc:4qqizocrnriintskkh6trnzv/app.bsky.feed.post/3lhyn6nu5r22d,"gonna do some testing of switching my store off shopify and onto a site i own and control. which will involve some site reorganization and rejigging.

if you have:
- feedback on the shop that you want considered for a possible redesign
- favorite online shops that you like to use

i am interested",nora.zone,28,4,2,2025-02-13 00:53:51.736000,online store feedback,2026-06-02 18:36:16.399055,bluesky
493,bafyreibyubggo6spoeobkaneevs4vs2yc5klirwvgb3tlaa7epyi5d35kq,at://did:plc:x3tpondpifpssbq7gk7yr3ny/app.bsky.feed.post/3lhhgws7s6c2m,"We’re launching an online store for affordable products, and we need your help choosing the perfect name! Take this quick survey to share your thoughts—it only takes 2 minutes, and your feedback will help us create a brand you’ll love.
forms.gle/amb9FMzFqDrg...",houndandtimber.bsky.social,0,0,0,2025-02-06 04:46:49.893000,online store feedback,2026-06-02 18:36:16.399055,bluesky
494,bafyreigvjikrg7dzw3yr5rykt434mi6mkxyl7putsnzbkggcetbm5f2fq4,at://did:plc:4ghxqoif4bil3s2sotfpfbkk/app.bsky.feed.post/3lh4w2nzees2j,"Hello all! I'm starting a RedBubble design store! 

I'll be creating designs by hand (no AI) in order to learn more about digital art, design, and online commerce. I appreciate anyone who takes a look and gives any feedback! 

MoonMothDesigns.redbubble.com
#design #digitalart #redbubble #graphics",themoonmoth.bsky.social,2,0,0,2025-02-02 00:18:08.711000,online store feedback,2026-06-02 18:36:16.399055,bluesky
495,bafyreicusf244njuxmlizdtjs5ygo3dtuiguybfbzfz3ehtmop3rx7yqti,at://did:plc:vte5owecvc4wjfabsk45drdp/app.bsky.feed.post/3lgt3o5eofk2q,"Our new community feature is here! 🥳 Ever wanted a social media platform like Twitter or Bluesky, but for gamers and with a focus on safety? This is it! 

We're starting with a first version & will be making quick updates based on your feedback. Join at app.playsum.live 🙌

#gamers #gamingcommunity",playsum.bsky.social,20,6,2,2025-01-29 02:31:53.666000,online store feedback,2026-06-02 18:36:16.399055,bluesky
496,bafyreidc5jic7hoeos5ecf6kftkmvotbgtgmvuppgenl5i5j7flhp3klwe,at://did:plc:cdn23appeqqjocwcq5ajav26/app.bsky.feed.post/3lgiuf7ihoc2p,"Beginning To Write Fiction - 4 week online course, starting Monday (27th Jan). Feedback on your writing each week, & 4 aspects of/'ways into' fiction explored. ✒️
www.clairehennessy.com/store/p/begi...",chennessybooks.bsky.social,1,0,0,2025-01-25 00:55:00.325000,online store feedback,2026-06-02 18:36:16.399055,bluesky
